00017,49,2122
00017,357,1111
00017,688,2221
00017,791,1122
00017,810,2112
00017,1101,2221
00017,89,2120
00017,359,1102
00017,370,0111
00017,662,2120
00018,129,2122
00018,205,2120
00018,424,1110
00018,725,1110
00018,993,1110
00018,1016,2110
00018,370,1010
00018,656,1001
00018,657,1010
00018,658,1010
00019,432,2121
00019,487,2222
00019,506,2222
00019,618,2222
00019,626,2222
00019,672,2212
00019,688,2222
00019,693,2222
00019,897,2222
00019,1049,2221
00020,126,2112
00020,207,2122
00020,208,2122
00020,220,2221
00020,278,2111
00020,286,2111
00020,287,2111
00020,290,2111
00020,292,2111
00020,538,2122
00021,68,2112
00021,251,2112
00021,708,2122
00021,709,2222
00021,1115,1122
00021,1158,2221
00021,941,1101
00021,98,0012
00021,719,1100
00021,97,0002
00022,13,2222
00022,130,2222
00022,258,2221
00022,262,2112
00022,276,2222
00022,431,1121
00022,473,1121
00022,478,1121
00022,692,2222
00022,704,2111
00023,9,2221
00023,10,2122
00023,12,2212
00023,34,2222
00023,42,2222
00023,99,1112
00023,426,2122
00023,434,1212
00023,509,2222
00023,541,2222
00024,254,2111
00024,647,2222
00024,913,2222
00024,915,2211
00024,926,2121
00024,1109,2222
00024,1195,1121
00024,210,2220
00024,1031,1011
00024,32,1100
00025,72,2112
00025,411,2111
00025,431,2222
00025,503,1121
00025,647,2122
00025,858,2111
00025,913,2222
00025,926,2121
00025,1194,1121
00025,1195,1112
00026,104,2212
00026,199,2222
00026,281,2222
00026,285,2112
00026,328,2111
00026,431,2222
00026,610,2122
00026,617,2222
00026,665,1112
00026,807,1122
00027,599,2222
00027,905,2122
00027,98,1102
00027,913,1001
00027,179,0001
00027,756,0002
00027,858,0001
00027,912,0001
00027,1000,0100
00027,1083,0100
00028,215,1112
00028,351,2112
00028,352,2112
00028,370,1112
00028,477,2121
00028,759,2111
00028,822,1212
00028,1083,1112
00028,722,1012
00028,1000,1102
00029,215,2122
00029,274,2222
00029,300,2212
00029,322,2222
00029,351,2122
00029,352,2122
00029,370,1112
00029,759,2212
00029,832,1222
00029,1192,1122
00030,433,2122
00030,586,2112
00030,880,2112
00030,911,2212
00030,1224,1212
00030,328,0101
00030,942,1010
00030,1001,0011
00030,117,0002
00030,332,0001
00031,43,2222
00031,127,1112
00031,189,1112
00031,226,1122
00031,239,2222
00031,330,1111
00031,332,2222
00031,370,1111
00031,433,2222
00031,448,2122
00032,184,2222
00032,389,1112
00032,433,1121
00032,722,1122
00032,586,1011
00032,212,0011
00032,239,0011
00032,1040,0101
00032,1234,1100
00032,43,1000
00033,91,2222
00033,370,1212
00033,403,2212
00033,465,2222
00033,612,2222
00033,721,2222
00033,811,2222
00033,825,2222
00033,916,2222
00033,920,2212
00034,37,2222
00034,65,2212
00034,261,2122
00034,403,2221
00034,404,2222
00034,465,2222
00034,471,2221
00034,637,2222
00034,638,2222
00034,721,2222
00035,210,2222
00035,1109,2222
00035,811,1120
00035,913,2110
00035,915,2120
00035,32,1000
00035,120,0100
00035,825,0100
00035,888,0001
00035,920,0100
00036,612,2120
00036,722,2220
00036,1052,2220
00036,403,1100
00036,66,1000
00036,325,0001
00036,370,0002
00036,721,1000
00036,724,0001
00037,3,2112
00037,33,2222
00037,35,2122
00037,38,2222
00037,71,1111
00037,120,1222
00037,131,2222
00037,158,2222
00037,175,2222
00037,203,2122
00038,14,2122
00038,360,2212
00038,390,2222
00038,465,1212
00038,634,2112
00038,644,1121
00038,971,1122
00038,1068,1222
00038,1130,1222
00038,1136,1222
00039,83,2121
00039,85,2122
00039,216,2122
00039,217,2122
00039,218,2122
00039,219,2122
00039,221,2122
00039,222,2121
00039,225,2222
00039,235,2122
00040,3,2122
00040,4,2122
00040,28,2212
00040,77,1122
00040,116,1122
00040,225,2122
00040,231,2122
00040,233,2222
00040,254,1122
00040,277,1122
00041,603,2221
00041,1106,2222
00041,1107,2222
00041,1108,2222
00041,1115,1122
00041,1190,2222
00041,998,1010
00041,46,0100
00041,296,0100
00041,301,0100
00042,57,2222
00042,92,2212
00042,209,2222
00042,301,1112
00042,317,2222
00042,337,1212
00042,416,2212
00042,505,2221
00042,585,2222
00042,695,2222
00043,54,1121
00043,66,2221
00043,124,1212
00043,125,2222
00043,140,2222
00043,172,2222
00043,370,1112
00043,418,2212
00043,440,2222
00043,441,2222
00044,44,2222
00044,53,2222
00044,67,1211
00044,72,2112
00044,74,2222
00044,84,1112
00044,124,2222
00044,143,2212
00044,154,2212
00044,171,2212
00045,338,1212
00045,803,2212
00045,919,2212
00045,924,2212
00045,1159,2222
00045,289,1220
00045,290,1110
00045,292,2210
00045,293,1220
00045,538,2210
00046,51,2222
00046,53,2222
00046,503,2221
00046,516,2111
00046,702,2122
00046,737,2222
00046,854,1111
00046,856,2111
00046,1212,1121
00046,410,0011
00047,163,2222
00047,295,2211
00047,406,2212
00047,505,2221
00047,684,2222
00047,694,2212
00047,906,2221
00047,1165,2222
00047,92,2220
00047,209,2220
00048,154,2222
00048,336,2222
00048,436,2222
00048,453,2222
00048,568,2222
00048,576,2222
00048,850,2222
00048,1231,2122
00048,124,2220
00048,495,2220
00049,138,2222
00049,143,2222
00049,313,2222
00049,436,2222
00049,493,2222
00049,504,1222
00049,568,1212
00049,624,2222
00049,625,1221
00049,953,1222
00050,259,2222
00050,435,2222
00050,495,2222
00050,548,2222
00050,848,2222
00050,953,1222
00050,961,2222
00050,1156,1121
00050,1157,2222
00050,1159,1121
00051,26,2221
00051,67,1112
00051,72,1112
00051,84,1112
00051,85,2222
00051,112,2212
00051,114,2211
00051,122,2222
00051,137,2221
00051,141,2222
00052,406,2222
00052,505,0010
00053,432,1212
00053,987,2221
00053,401,2210
00053,447,2220
00053,577,1110
00053,1170,1210
00053,1228,0111
00053,1229,0111
00053,347,1100
00053,590,1010
00054,11,2222
00054,211,2222
00054,223,1122
00054,228,2222
00054,229,2222
00054,358,2222
00054,369,2121
00054,382,2222
00054,401,2111
00054,402,2122
00055,432,2122
00055,521,2222
00055,530,2122
00055,820,1122
00055,391,2110
00055,828,1210
00055,1205,2110
00055,232,1100
00055,463,1100
00055,505,1001
00056,767,2222
00056,181,1012
00056,212,1012
00056,89,0110
00056,185,1001
00056,288,0110
00056,290,0110
00056,292,0110
00056,1091,0012
00056,55,1000
00057,1,1222
00057,223,2211
00057,590,2222
00057,987,1121
00057,178,1110
00057,346,2120
00057,370,1110
00057,394,1220
00057,432,2120
00057,588,2220
00058,1,2222
00058,6,2222
00058,7,2222
00058,62,2112
00058,80,2212
00058,160,2222
00058,178,2122
00058,188,2121
00058,223,2221
00058,346,2122
00059,55,2222
00059,102,2111
00059,214,2111
00059,223,2222
00059,228,1112
00059,229,1222
00059,279,2111
00059,284,2112
00059,365,2111
00059,366,2111
00060,100,2222
00060,241,2112
00060,348,2222
00060,698,2122
00060,1004,2222
00060,155,1220
00060,267,0111
00060,322,1210
00060,446,2220
00060,587,2120
00061,195,2222
00061,196,2222
00061,383,2222
00061,437,2222
00061,501,2222
00061,502,2222
00061,505,2222
00061,531,2121
00061,605,2222
00061,685,2222
00062,17,2211
00062,148,2222
00062,155,2111
00062,193,2211
00062,226,1112
00062,370,2212
00062,438,2221
00062,550,2112
00062,722,1122
00062,806,2122
00063,429,2222
00063,463,2222
00063,1155,2222
00063,347,2220
00063,434,2110
00063,499,2220
00063,976,2210
00063,1171,2110
00063,1192,1210
00063,1228,2120
00064,22,2222
00064,64,1211
00064,372,2222
00064,437,2222
00064,814,2222
00064,842,2222
00064,1038,2222
00064,1195,2222
00064,370,1110
00064,17,0012
00065,20,2121
00065,24,2122
00065,64,2222
00065,144,2222
00065,155,2122
00065,194,2222
00065,206,1211
00065,211,2222
00065,349,2112
00065,368,2112
00066,322,2222
00066,348,2212
00066,370,2212
00066,429,2222
00066,434,2212
00066,1192,2222
00066,100,2210
00066,200,1101
00066,340,2110
00066,350,1012
00067,148,2212
00067,370,1012
00067,472,1220
00067,910,2120
00067,914,2220
00067,724,1001
00067,842,0011
00067,43,0100
00067,61,0001
00067,354,1000
00068,90,1112
00068,206,2121
00068,349,2212
00068,543,2222
00068,904,1111
00068,1003,2222
00068,195,2220
00068,438,1220
00068,964,2120
00068,1099,2120
00069,193,2222
00069,359,2112
00069,363,2122
00069,370,1112
00069,438,2122
00069,703,2222
00069,907,2222
00069,944,1101
00069,1000,1102
00069,1234,1101
00070,340,2222
00070,370,1112
00070,438,1122
00070,698,2222
00070,804,2222
00070,1009,2222
00070,1032,2222
00070,1104,2222
00070,944,1101
00070,1000,1102
00071,148,2222
00071,11,0010
00071,56,1000
00071,327,1000
00071,370,0001
00071,547,0001
00072,682,2122
00072,732,2222
00072,58,1011
00072,323,2220
00072,683,2120
00072,250,1000
00072,333,0001
00072,733,0002
00072,837,0001
00072,941,0001
00073,50,2222
00073,224,1122
00073,227,2222
00073,359,2112
00073,370,1111
00073,438,1122
00073,630,2222
00073,843,2222
00073,844,2222
00073,629,2220
00074,910,2122
00074,914,2222
00074,148,2220
00074,724,1001
00074,370,1000
00074,1000,0001
00074,1093,0002
00075,316,2222
00075,370,1112
00075,446,2222
00075,359,2110
00075,944,1101
00075,1110,1012
00075,241,0102
00075,273,0011
00075,348,1010
00075,354,1010
00076,437,2212
00076,606,2222
00076,1188,1222
00076,438,1011
00076,1007,1012
00076,359,0101
00076,370,0110
00076,1048,1010
00076,329,0001
00076,330,0100
00077,27,2222
00077,90,1212
00077,195,2221
00077,224,1122
00077,323,2222
00077,327,1212
00077,359,2112
00077,370,1112
00077,437,1222
00077,438,1222
00078,159,1122
00078,253,1211
00078,255,2212
00078,320,2222
00078,373,2212
00078,452,1122
00078,680,2222
00078,686,1111
00078,802,2221
00078,1021,2222
00079,123,1121
00079,438,1121
00079,648,1211
00079,650,2221
00079,1112,2222
00079,1181,2222
00079,320,2220
00079,359,1011
00079,373,1210
00079,384,2210
00080,458,2122
00080,460,2222
00080,753,1212
00080,800,1111
00080,1078,2122
00080,1227,2222
00080,696,2220
00080,945,1101
00080,1042,1101
00080,1234,1101
00081,321,2222
00081,370,1111
00081,438,1121
00081,546,2212
00081,734,2222
00081,90,1011
00081,326,1011
00081,542,2120
00081,1092,2220
00081,941,1001
00082,25,2222
00082,90,2222
00082,93,2222
00082,135,2122
00082,253,2112
00082,321,2222
00082,326,2222
00082,359,2112
00082,370,1112
00082,438,2222
00083,18,2121
00083,166,2221
00083,432,1212
00083,1203,1212
00083,370,1011
00083,1102,1120
00083,1143,1220
00083,447,1100
00083,505,0101
00083,590,0011
00084,160,2221
00084,8,0102
00084,922,1001
00084,986,1100
00084,1112,1001
00084,333,0100
00084,346,1000
00084,384,1000
00084,555,1000
00084,590,0010
00085,29,1212
00085,202,1121
00085,1018,2222
00085,1118,2222
00085,58,0112
00085,475,2120
00085,982,2120
00085,200,1002
00085,370,1001
00085,88,1000
00086,8,2221
00086,110,1211
00086,148,1212
00086,271,2212
00086,346,2111
00086,554,2222
00086,590,2211
00086,160,0112
00086,370,1011
00086,722,1011
00087,187,2222
00087,228,2222
00087,229,2222
00087,369,2222
00087,370,1111
00087,432,2122
00087,1005,2222
00087,1015,2221
00087,438,1102
00087,590,1012
00088,457,2222
00088,1091,1211
00088,370,1011
00088,590,1012
00088,614,2220
00088,678,0110
00088,679,0110
00088,443,0002
00088,668,0001
00088,702,0100
00089,176,2221
00089,260,2212
00089,469,2222
00089,79,1210
00089,905,1210
00089,912,1101
00089,177,0110
00089,706,1100
00089,152,0002
00089,179,0001
00090,7,1222
00090,176,1222
00090,177,2212
00090,200,1122
00090,265,2212
00090,451,2122
00090,590,2222
00090,884,2222
00090,912,1212
00090,1086,1211
00091,29,1211
00091,57,2212
00091,58,1212
00091,59,1211
00091,69,2111
00091,88,2221
00091,95,2222
00091,97,2222
00091,98,2211
00091,139,1211
00092,213,2111
00092,258,2222
00092,472,2222
00092,473,2221
00092,489,1121
00092,599,2111
00092,661,2222
00092,722,2222
00092,724,1111
00092,783,2122
00094,309,2122
00094,311,2122
00094,440,2222
00094,494,2222
00094,498,1212
00094,536,2222
00094,742,2222
00094,745,2222
00094,955,2122
00094,1121,1122
00095,30,2112
00095,603,2120
00095,606,2120
00095,12,0001
00095,43,0100
00095,192,0002
00095,257,1000
00095,322,0100
00095,1097,0001
00096,75,2212
00096,454,2222
00096,455,2222
00096,673,2222
00096,40,1001
00096,520,1001
00096,526,0011
00096,9,0001
00096,43,0100
00096,527,0001
00097,539,2222
00097,757,2222
00097,751,2210
00097,140,0101
00097,416,1001
00097,52,0100
00097,68,1000
00097,135,0001
00097,190,0001
00097,392,0001
00098,145,2221
00098,728,2222
00098,782,2122
00098,180,2120
00098,272,2210
00098,787,1011
00098,985,2110
00098,1118,0101
00098,270,0001
00098,362,0002
00099,268,2222
00099,324,2222
00099,449,2122
00099,992,1220
00099,1191,1001
00100,183,2222
00100,370,1211
00100,579,2222
00100,1000,1212
00100,1017,2212
00100,59,0101
00100,803,1100
00100,833,0110
00100,1097,1100
00100,1232,0101
